,location,total_sqft,bath,price,bhk
2874,"Bahria Town Karachi, Karachi, Sindh",1081,2,60,2
2875,"Bahria Town Karachi, Karachi, Sindh",1600,2,140,3
2876,"Bahria Town Karachi, Karachi, Sindh",1596,3,118,3
2877,"Bahria Town Karachi, Karachi, Sindh",1984,4,148,3
2880,"Bahria Town Karachi, Karachi, Sindh",1720,3,100,3
2885,"Bahria Town Karachi, Karachi, Sindh",1790,3,120,3
2886,"Bahria Town Karachi, Karachi, Sindh",1335,2,72.76,2
2890,"Bahria Town Karachi, Karachi, Sindh",1564,3,103,3
2895,"Bahria Town Karachi, Karachi, Sindh",1369,2,72,3
2898,"Bahria Town Karachi, Karachi, Sindh",2250,3,219,3
2900,"Bahria Town Karachi, Karachi, Sindh",1290,2,70,2
2901,"Bahria Town Karachi, Karachi, Sindh",1500,3,90,3
2903,"Bahria Town Karachi, Karachi, Sindh",1881,3,115,3
2904,"Bahria Town Karachi, Karachi, Sindh",943,2,49.5,2
2906,"Bahria Town Karachi, Karachi, Sindh",1035,2,60,2
2908,"Bahria Town Karachi, Karachi, Sindh",1232,2,94.28,2
2912,"Bahria Town Karachi, Karachi, Sindh",1346,2,74.03,2
2914,"Bahria Town Karachi, Karachi, Sindh",6652,6,660,4
2917,"Bahria Town Karachi, Karachi, Sindh",1180,2,80,2
2918,"Bahria Town Karachi, Karachi, Sindh",600,1,55,1
2921,"Bahria Town Karachi, Karachi, Sindh",1910,3,131,3
2923,"Bahria Town Karachi, Karachi, Sindh",1349,2,98,2
2928,"Bahria Town Karachi, Karachi, Sindh",2700,3,230,4
2932,"Bahria Town Karachi, Karachi, Sindh",610,1,18.5,1
2933,"Bahria Town Karachi, Karachi, Sindh",1198,2,80,2
2934,"Bahria Town Karachi, Karachi, Sindh",1200,3,65,3
2936,"Bahria Town Karachi, Karachi, Sindh",6688,6,700,4
2937,"Bahria Town Karachi, Karachi, Sindh",1830,3,95,3
2942,"Bahria Town Karachi, Karachi, Sindh",2872,4,183,4
2948,"Bahria Town Karachi, Karachi, Sindh",1274,2,90,2
2949,"Bahria Town Karachi, Karachi, Sindh",4600,9,150,9
2950,"Bahria Town Karachi, Karachi, Sindh",1350,3,80.99,3
2951,"Bahria Town Karachi, Karachi, Sindh",1100,2,64.08,2
2952,"Bahria Town Karachi, Karachi, Sindh",1760,3,139,3
2953,"Bahria Town Karachi, Karachi, Sindh",1200,3,110,3
2957,"Bahria Town Karachi, Karachi, Sindh",1724,3,140,3
2961,"Bahria Town Karachi, Karachi, Sindh",1112,2,58,2
2962,"Bahria Town Karachi, Karachi, Sindh",1600,2,90,2
2963,"Bahria Town Karachi, Karachi, Sindh",1648,3,85,3
2965,"Bahria Town Karachi, Karachi, Sindh",509,1,23,1
2966,"Bahria Town Karachi, Karachi, Sindh",2265,3,159,3
2968,"Bahria Town Karachi, Karachi, Sindh",530,1,18,1
2971,"Bahria Town Karachi, Karachi, Sindh",1340,2,75,2
2972,"Bahria Town Karachi, Karachi, Sindh",1850,3,98,3
2975,"Bahria Town Karachi, Karachi, Sindh",1800,5,140,6
2976,"Bahria Town Karachi, Karachi, Sindh",3596,5,251,4
2979,"Bahria Town Karachi, Karachi, Sindh",1012,2,62,2
2982,"Bahria Town Karachi, Karachi, Sindh",1379,2,85,2
2983,"Bahria Town Karachi, Karachi, Sindh",1200,2,75,2
2986,"Bahria Town Karachi, Karachi, Sindh",1355,2,73,2
2988,"Bahria Town Karachi, Karachi, Sindh",1490,3,140,3
2990,"Bahria Town Karachi, Karachi, Sindh",1291,2,72.3,2
2992,"Bahria Town Karachi, Karachi, Sindh",1650,1,130,2
2996,"Bahria Town Karachi, Karachi, Sindh",814,2,43.7,2
2997,"Bahria Town Karachi, Karachi, Sindh",3500,3,275,3
2999,"Bahria Town Karachi, Karachi, Sindh",1480,2,75,3
3000,"Bahria Town Karachi, Karachi, Sindh",4000,6,370,4
3001,"Bahria Town Karachi, Karachi, Sindh",1500,2,78,3
3004,"Bahria Town Karachi, Karachi, Sindh",613,1,48,1
3005,"Bahria Town Karachi, Karachi, Sindh",1470,2,85,3
3007,"Bahria Town Karachi, Karachi, Sindh",520,1,15,1
3009,"Bahria Town Karachi, Karachi, Sindh",1155,2,64,2
3010,"Bahria Town Karachi, Karachi, Sindh",520,1,14.04,1
3011,"Bahria Town Karachi, Karachi, Sindh",1615,2,150,3
3013,"Bahria Town Karachi, Karachi, Sindh",1508,3,77,3
3014,"Bahria Town Karachi, Karachi, Sindh",2395,4,150,3
3016,"Bahria Town Karachi, Karachi, Sindh",2215,4,152,3
3017,"Bahria Town Karachi, Karachi, Sindh",1667,3,130,3
3018,"Bahria Town Karachi, Karachi, Sindh",1530,2,108,2
3019,"Bahria Town Karachi, Karachi, Sindh",1730,3,125,3
3022,"Bahria Town Karachi, Karachi, Sindh",1200,2,70,2
3023,"Bahria Town Karachi, Karachi, Sindh",1175,2,65,2
3024,"Bahria Town Karachi, Karachi, Sindh",1075,2,52.57,1
3029,"Bahria Town Karachi, Karachi, Sindh",2758,4,240,4
3030,"Bahria Town Karachi, Karachi, Sindh",1490,3,85,3
3032,"Bahria Town Karachi, Karachi, Sindh",1095,2,57,2
3035,"Bahria Town Karachi, Karachi, Sindh",2425,5,195,4
3040,"Bahria Town Karachi, Karachi, Sindh",1715,3,112,3
3042,"Bahria Town Karachi, Karachi, Sindh",1141,2,60,2
3043,"Bahria Town Karachi, Karachi, Sindh",4689,4,488,4
3044,"Bahria Town Karachi, Karachi, Sindh",550,1,17,1
3048,"Clifton, Karachi, Sindh",1755,3,122,3
3049,"Clifton, Karachi, Sindh",1925,3,125,3
3050,"Clifton, Karachi, Sindh",1724,3,125,3
3052,"Clifton, Karachi, Sindh",1296,2,81,2
3054,"Clifton, Karachi, Sindh",600,1,38,1
3057,"Clifton, Karachi, Sindh",1100,2,62,2
3059,"Clifton, Karachi, Sindh",1540,3,90,3
3060,"Clifton, Karachi, Sindh",1413,2,75,3
3063,"Clifton, Karachi, Sindh",1735,3,135,3
3067,"Clifton, Karachi, Sindh",1128,2,65,2
3068,"Clifton, Karachi, Sindh",1645,3,95,3
3069,"Clifton, Karachi, Sindh",1000,2,67,2
3070,"Clifton, Karachi, Sindh",1075,2,60,2
3076,"Clifton, Karachi, Sindh",2791,3,223,3
3077,"Clifton, Karachi, Sindh",3600,4,160,6
3078,"Clifton, Karachi, Sindh",2072,3,108,3
3079,"Clifton, Karachi, Sindh",1683,3,109,3
3080,"Clifton, Karachi, Sindh",1515,3,83.3,3
3081,"Clifton, Karachi, Sindh",2760,4,155,4
3084,"Clifton, Karachi, Sindh",1246,2,67.3,2
3086,"Clifton, Karachi, Sindh",1447,2,83,2
3088,"Clifton, Karachi, Sindh",1005,2,55.78,2
3089,"Clifton, Karachi, Sindh",930,1,30,1
3090,"Clifton, Karachi, Sindh",2400,3,150,2
3091,"Clifton, Karachi, Sindh",1325,2,71.55,2
3092,"Clifton, Karachi, Sindh",1256,2,62.8,2
3095,"Clifton, Karachi, Sindh",3235,3,235,3
3096,"Clifton, Karachi, Sindh",1234,2,80,2
3097,"Clifton, Karachi, Sindh",1170,2,62.5,2
3098,"Clifton, Karachi, Sindh",5000,4,400,4
3100,"Clifton, Karachi, Sindh",1380,2,80,2
3101,"Clifton, Karachi, Sindh",1146,2,70,2
3104,"Clifton, Karachi, Sindh",764,1,32,1
3105,"Clifton, Karachi, Sindh",2465,5,234,3
3107,"Clifton, Karachi, Sindh",400,1,14,1
3109,"Clifton, Karachi, Sindh",2710,3,251,3
3113,"Clifton, Karachi, Sindh",665,2,28.585,1
3117,"Clifton, Karachi, Sindh",2774,4,207,4
3120,"Clifton, Karachi, Sindh",2790,4,198,4
3121,"Clifton, Karachi, Sindh",1482,2,87,3
3122,"Clifton, Karachi, Sindh",800,2,50,2
3123,"Clifton, Karachi, Sindh",1508,2,110,3
3124,"Clifton, Karachi, Sindh",1174,2,76,2
3125,"Clifton, Karachi, Sindh",1200,2,67,2
3127,"Clifton, Karachi, Sindh",1564,3,101,3
3128,"Clifton, Karachi, Sindh",1500,2,93,4
3130,"Clifton, Karachi, Sindh",500,1,20,1
3131,"Clifton, Karachi, Sindh",800,1,50,2
3132,"Clifton, Karachi, Sindh",1490,2,98,3
3134,"Clifton, Karachi, Sindh",2017,3,125,3
3135,"Clifton, Karachi, Sindh",1560,3,85,3
3136,"Clifton, Karachi, Sindh",1415,2,110,2
3137,"Clifton, Karachi, Sindh",1100,2,55,2
3138,"Clifton, Karachi, Sindh",1185,2,65,2
3139,"Clifton, Karachi, Sindh",1430,2,97.52,2
3143,"Clifton, Karachi, Sindh",1215,2,110,2
3145,"Clifton, Karachi, Sindh",1290,2,85,2
3149,"Clifton, Karachi, Sindh",1400,2,78,2
3150,"Clifton, Karachi, Sindh",1195,2,100,2
3151,"Clifton, Karachi, Sindh",1350,3,72,3
3152,"Clifton, Karachi, Sindh",1255,2,92,2
3153,"Clifton, Karachi, Sindh",1400,3,91.15,4
3154,"Clifton, Karachi, Sindh",1447,2,75.97,2
3155,"Clifton, Karachi, Sindh",1229,3,86.03,3
3157,"Clifton, Karachi, Sindh",660,1,54,1
3158,"Clifton, Karachi, Sindh",1476,2,98.94,3
3159,"Clifton, Karachi, Sindh",1850,3,140,3
3162,"Clifton, Karachi, Sindh",800,1,52,1
3163,"Clifton, Karachi, Sindh",4000,5,280,4
3167,"Clifton, Karachi, Sindh",792,2,70,2
3169,"Clifton, Karachi, Sindh",1248,2,69,2
3170,"Clifton, Karachi, Sindh",1527,3,115,3
3171,"Clifton, Karachi, Sindh",1100,2,58,2
3174,"Clifton, Karachi, Sindh",883,2,45,2
3175,"Clifton, Karachi, Sindh",915,2,48,2
3179,"Clifton, Karachi, Sindh",3960,5,386,4
3183,"Clifton, Karachi, Sindh",1553,3,83.09,3
3184,"Clifton, Karachi, Sindh",4051,4,345,4
3185,"Clifton, Karachi, Sindh",1447,3,80,3
3187,"Clifton, Karachi, Sindh",1495,2,75,3
3189,"Clifton, Karachi, Sindh",1365,2,73,2
3190,"Clifton, Karachi, Sindh",1370,2,75,3
3194,"Clifton, Karachi, Sindh",1020.07,2,68.38,2
3196,"Clifton, Karachi, Sindh",1460,2,73,3
3199,"Clifton, Karachi, Sindh",1665,2,125,3
3200,"Clifton, Karachi, Sindh",1697,3,115,3
3201,"Clifton, Karachi, Sindh",1200,2,67,2
3203,"Clifton, Karachi, Sindh",673,1,36.85,1
3206,"Clifton, Karachi, Sindh",1743,3,93.25,3
3211,"Clifton, Karachi, Sindh",3259,3,270,3
3212,"Clifton, Karachi, Sindh",1230,2,76,2
3214,"Clifton, Karachi, Sindh",1868,3,121,3
3215,"Clifton, Karachi, Sindh",1350,2,100,2
3216,"Clifton, Karachi, Sindh",4200,6,180,6
3218,"Clifton, Karachi, Sindh",1200,4,110,4
3219,"Clifton, Karachi, Sindh",1060,3,62,3
3221,"Clifton, Karachi, Sindh",1682,3,120,3
3224,"Clifton, Karachi, Sindh",1255,2,77.68,3
3225,"Clifton, Karachi, Sindh",1280,2,76,2
3228,"Clifton, Karachi, Sindh",1190,2,75,2
3230,"Clifton, Karachi, Sindh",2400,2,160,2
3232,"Clifton, Karachi, Sindh",1884,4,120,4
3234,"Clifton, Karachi, Sindh",3262,4,260,4
3235,"Clifton, Karachi, Sindh",1500,3,87,3
3236,"Clifton, Karachi, Sindh",1574,3,93.34,3
3237,"Clifton, Karachi, Sindh",1550,3,83,3
3238,"Clifton, Karachi, Sindh",3876,3,300,3
3240,"Clifton, Karachi, Sindh",1450,3,77.41,3
3242,"Clifton, Karachi, Sindh",1280,2,75,2
3243,"Clifton, Karachi, Sindh",1350,2,86,2
3244,"Clifton, Karachi, Sindh",1645,3,117,3
3247,"Clifton, Karachi, Sindh",700,2,40,2
3248,"Clifton, Karachi, Sindh",760,1,21.28,1
3250,"Clifton, Karachi, Sindh",4800,8,225,8
3251,"Clifton, Karachi, Sindh",1700,3,125,3
3252,"Clifton, Karachi, Sindh",1275,2,95,3
3253,"Clifton, Karachi, Sindh",3004,4,285,4
3254,"Clifton, Karachi, Sindh",1500,3,100,3
3255,"Clifton, Karachi, Sindh",1874,4,130,3
3256,"Clifton, Karachi, Sindh",1192,2,62,3
3257,"Clifton, Karachi, Sindh",1340,2,77,2
3258,"Clifton, Karachi, Sindh",1369.1,2,104,2
3259,"Clifton, Karachi, Sindh",1355,2,75,2
3260,"Clifton, Karachi, Sindh",1150,2,65,2
3261,"Clifton, Karachi, Sindh",1700,3,88,3
3262,"Clifton, Karachi, Sindh",1500,3,121,3
3263,"Clifton, Karachi, Sindh",607,1,35,1
3266,"Clifton, Karachi, Sindh",1015,2,58,2
3268,"Clifton, Karachi, Sindh",1512,3,123,3
3269,"Clifton, Karachi, Sindh",1153,2,65,2
3270,"Clifton, Karachi, Sindh",2080,2,150,2
3271,"Clifton, Karachi, Sindh",923,2,50,2
3272,"Clifton, Karachi, Sindh",669,1,36.85,1
3274,"Clifton, Karachi, Sindh",1790,3,105,3
3278,"Clifton, Karachi, Sindh",1842,3,115,3
3280,"Clifton, Karachi, Sindh",440,1,28,1
3281,"Clifton, Karachi, Sindh",1801,3,115,3
3282,"Clifton, Karachi, Sindh",1150,2,90,2
3283,"Clifton, Karachi, Sindh",1466,2,140,3
3284,"Clifton, Karachi, Sindh",1730,3,100,3
3286,"Clifton, Karachi, Sindh",1270,2,100,2
3290,"Clifton, Karachi, Sindh",1200,2,70,2
3295,"Clifton, Karachi, Sindh",300,1,20,1
3296,"Clifton, Karachi, Sindh",1255,2,79,2
3298,"Clifton, Karachi, Sindh",435,1,19.5,1
3302,"Clifton, Karachi, Sindh",2370,4,195,3
3303,"Clifton, Karachi, Sindh",1749,3,112,3
3304,"Clifton, Karachi, Sindh",1046,2,75,2
3305,"Clifton, Karachi, Sindh",1610,3,84.53,3
3308,"Clifton, Karachi, Sindh",1067,2,60,2
3309,"Clifton, Karachi, Sindh",1804,3,115,3
3310,"Clifton, Karachi, Sindh",1583,3,115,3
3313,"Clifton, Karachi, Sindh",1750,3,136,3
3314,"Clifton, Karachi, Sindh",900,2,45,2
3315,"Clifton, Karachi, Sindh",1460,2,75,3
3318,"Clifton, Karachi, Sindh",1205,2,62.9,2
3319,"Clifton, Karachi, Sindh",1080,2,62,2
3322,"Clifton, Karachi, Sindh",1300,2,89.76,2
3324,"Clifton, Karachi, Sindh",1518,3,76,3
3325,"Clifton, Karachi, Sindh",1575,2,90,2
3328,"Clifton, Karachi, Sindh",1216,2,69.06,2
3330,"Clifton, Karachi, Sindh",1290,2,120,2
3335,"Clifton, Karachi, Sindh",1355,2,78,2
3336,"Clifton, Karachi, Sindh",7500,4,425,4
3337,"Clifton, Karachi, Sindh",925,2,48,2
3338,"Clifton, Karachi, Sindh",2100,3,140,3
3342,"Clifton, Karachi, Sindh",709,1,34.735,1
3346,"Clifton, Karachi, Sindh",1525.84,3,117,3
3347,"Clifton, Karachi, Sindh",1150,2,69,2
3349,"Clifton, Karachi, Sindh",1540,3,85,3
3351,"Clifton, Karachi, Sindh",2230,4,130,4
3352,"Clifton, Karachi, Sindh",500,1,17,1
3353,"Clifton, Karachi, Sindh",1235,2,65,2
3354,"Clifton, Karachi, Sindh",1305,2,99,2
3356,"Clifton, Karachi, Sindh",1755,3,122,3
3357,"Clifton, Karachi, Sindh",1381,2,76.18,3
3359,"Clifton, Karachi, Sindh",1665,3,86.91,3
3360,"Clifton, Karachi, Sindh",1600,3,82,3
3361,"Clifton, Karachi, Sindh",1650,3,84,3
3362,"Clifton, Karachi, Sindh",3500,6,120,8
3363,"Clifton, Karachi, Sindh",4334,2,338,4
3364,"Clifton, Karachi, Sindh",1200,2,45,1
3365,"Clifton, Karachi, Sindh",1301,2,65,2
3366,"Clifton, Karachi, Sindh",900,2,50,2
3367,"Clifton, Karachi, Sindh",1630,3,95.1,3
3368,"Clifton, Karachi, Sindh",1459,3,135,3
3369,"Clifton, Karachi, Sindh",2259,5,135,4
3370,"Clifton, Karachi, Sindh",2700,4,160,7
3373,"Clifton, Karachi, Sindh",1500,2,82,3
3375,"Clifton, Karachi, Sindh",1783,3,125,3
3376,"Clifton, Karachi, Sindh",1240,2,65,2
3379,"Clifton, Karachi, Sindh",1305,2,75,2
3382,"Clifton, Karachi, Sindh",2849,5,250,4
3384,"Clifton, Karachi, Sindh",1819.18,3,168,3
3387,"Clifton, Karachi, Sindh",1856,3,135,3
3390,"Clifton, Karachi, Sindh",1455,2,98,3
3395,"Clifton, Karachi, Sindh",1680,3,105,3
3396,"Clifton, Karachi, Sindh",1355,2,73,2
3397,"Clifton, Karachi, Sindh",1200,1,65,2
3398,"Clifton, Karachi, Sindh",500,2,24,1
3399,"Clifton, Karachi, Sindh",2200,3,121,3
3401,"Clifton, Karachi, Sindh",2254,3,153,3
3402,"Clifton, Karachi, Sindh",2990,5,210,3
3403,"Clifton, Karachi, Sindh",1296,2,65,2
3404,"Clifton, Karachi, Sindh",1173,2,77,2
3405,"Clifton, Karachi, Sindh",1450,2,87,3
3407,"Clifton, Karachi, Sindh",3425,5,250,4
3408,"Clifton, Karachi, Sindh",1569,3,150,3
3409,"Clifton, Karachi, Sindh",1450,3,72.54,3
3411,"Clifton, Karachi, Sindh",2000,4,145,5
3412,"Clifton, Karachi, Sindh",1330,3,73.5,3
3413,"Clifton, Karachi, Sindh",1831,3,110,3
3414,"Clifton, Karachi, Sindh",1145,2,58.4,2
3415,"Clifton, Karachi, Sindh",1490,2,115,3
3422,"Clifton, Karachi, Sindh",1520,3,111,3
3425,"Clifton, Karachi, Sindh",1200,2,75,2
3429,"Clifton, Karachi, Sindh",585,1,21,1
3430,"Clifton, Karachi, Sindh",3170,5,230,4
3432,"Clifton, Karachi, Sindh",1230,2,70,2
3433,"Clifton, Karachi, Sindh",1750,3,123,3
3435,"Clifton, Karachi, Sindh",905,1,62,1
3437,"Clifton, Karachi, Sindh",1232,2,87,2
3440,"Clifton, Karachi, Sindh",1431.5,3,72.02,3
3441,"Clifton, Karachi, Sindh",1750,3,130,3
3444,"Clifton, Karachi, Sindh",3200,4,200,4
3446,"Clifton, Karachi, Sindh",1650,3,110,3
3448,"Clifton, Karachi, Sindh",3150,5,145,8
3449,"Clifton, Karachi, Sindh",2400,2,135,2
3453,"Clifton, Karachi, Sindh",1703,3,125,3
3457,"Clifton, Karachi, Sindh",1171,2,72,2
3459,"Clifton, Karachi, Sindh",1593,3,118,3
3460,"Clifton, Karachi, Sindh",1310,3,95,4
3462,"Clifton, Karachi, Sindh",525,1,27.5,1
3463,"Clifton, Karachi, Sindh",1395,3,82,3
3464,"Clifton, Karachi, Sindh",1205,2,70,2
3466,"Clifton, Karachi, Sindh",450,1,12.5,1
3467,"Clifton, Karachi, Sindh",1525,2,99.13,3
3468,"Clifton, Karachi, Sindh",1412,2,88,3
3469,"Clifton, Karachi, Sindh",400,2,25,1
3472,"Clifton, Karachi, Sindh",1711,3,110,3
3478,"Clifton, Karachi, Sindh",552,1,23.5,1
3483,"Clifton, Karachi, Sindh",1044,2,60,2
3484,"Clifton, Karachi, Sindh",1352,3,93,2
3486,"Clifton, Karachi, Sindh",1785,3,120,3
3488,"Clifton, Karachi, Sindh",1390,2,70.21,2
3489,"Clifton, Karachi, Sindh",1000,2,58,2
3493,"Clifton, Karachi, Sindh",1240,2,65,3
3494,"Clifton, Karachi, Sindh",860,2,65.5,2
3495,"Clifton, Karachi, Sindh",1100,2,66,2
3496,"Clifton, Karachi, Sindh",1691.2,3,115,3
3497,"Clifton, Karachi, Sindh",1685,3,135,3
3498,"Clifton, Karachi, Sindh",2122,3,125,3
3499,"Clifton, Karachi, Sindh",1351,2,78,3
3500,"Clifton, Karachi, Sindh",960,2,50,2
3501,"Clifton, Karachi, Sindh",2000,2,160,4
3502,"Clifton, Karachi, Sindh",2400,2,180,3
3506,"Clifton, Karachi, Sindh",1447,2,75.97,2
3507,"Clifton, Karachi, Sindh",1296,2,89,2
3510,"Clifton, Karachi, Sindh",1440,3,72,3
3511,"Clifton, Karachi, Sindh",1567,3,140,2
3512,"Clifton, Karachi, Sindh",1749,3,120,3
3513,"Clifton, Karachi, Sindh",1600,3,83,3
3514,"Clifton, Karachi, Sindh",1052,2,60,3
3519,"Clifton, Karachi, Sindh",1450,3,100,3
3523,"Clifton, Karachi, Sindh",1636,3,92,3
3526,"Clifton, Karachi, Sindh",1697,3,110,3
3529,"Clifton, Karachi, Sindh",1295,2,78.5,2
3530,"Clifton, Karachi, Sindh",1320,2,100,2
3531,"Clifton, Karachi, Sindh",1614,3,93,3
3533,"Clifton, Karachi, Sindh",645,1,42.5,1
3534,"Clifton, Karachi, Sindh",1350,2,90,2
3536,"Clifton, Karachi, Sindh",927,2,50,2
3537,"Clifton, Karachi, Sindh",1199,2,85,2
3538,"Clifton, Karachi, Sindh",1767,3,109,3
3539,"Clifton, Karachi, Sindh",1760,3,142,3
3540,"Clifton, Karachi, Sindh",1790,3,97,3
3542,"Clifton, Karachi, Sindh",2540,4,160,4
3543,"Clifton, Karachi, Sindh",1693,3,89,3
3545,"Clifton, Karachi, Sindh",1050,2,64.8,2
3549,"Clifton, Karachi, Sindh",1900,4,180,3
3550,"Clifton, Karachi, Sindh",1367,2,86,2
3553,"Clifton, Karachi, Sindh",1600,3,90,3
3555,"Clifton, Karachi, Sindh",1345,2,108,2
3558,"Clifton, Karachi, Sindh",664,1,35.4,1
3561,"Clifton, Karachi, Sindh",1660,2,100,3
3562,"Clifton, Karachi, Sindh",510,1,34,1
3564,"Clifton, Karachi, Sindh",416,1,18,1
3565,"Clifton, Karachi, Sindh",2400,4,143,4
3566,"Clifton, Karachi, Sindh",1842,3,115,3
3568,"Clifton, Karachi, Sindh",400,1,11.5,1
3571,"Clifton, Karachi, Sindh",1491,3,88,3
3572,"Clifton, Karachi, Sindh",1650,3,90.75,3
3574,"Clifton, Karachi, Sindh",1200,4,110,4
3575,"Clifton, Karachi, Sindh",1881,3,95,3
3577,"Clifton, Karachi, Sindh",1007,2,75,2
3578,"Clifton, Karachi, Sindh",800,1,39.99,1
3580,"Clifton, Karachi, Sindh",672,1,27,1
3582,"Clifton, Karachi, Sindh",1450,3,75,3
3583,"Clifton, Karachi, Sindh",1355,2,97.6,2
3585,"Clifton, Karachi, Sindh",630,1,35,1
3586,"Clifton, Karachi, Sindh",1564,3,103,3
3587,"Clifton, Karachi, Sindh",1256,2,65,2
3588,"Clifton, Karachi, Sindh",1499,3,89,3
3590,"Clifton, Karachi, Sindh",575,1,38,1
3591,"Clifton, Karachi, Sindh",1547,2,103,2
3592,"Clifton, Karachi, Sindh",1365,3,80,3
3594,"Clifton, Karachi, Sindh",1700,3,118,3
3595,"Clifton, Karachi, Sindh",1200,2,65,3
3597,"Clifton, Karachi, Sindh",4800,6,420,4
3598,"Clifton, Karachi, Sindh",500,1,16,1
3600,"Clifton, Karachi, Sindh",1100,2,72,2
3603,"Clifton, Karachi, Sindh",400,1,11.5,1
3605,"Clifton, Karachi, Sindh",2732,4,194,4
3607,"Clifton, Karachi, Sindh",1600,3,95,3
3609,"Clifton, Karachi, Sindh",1763.25,3,98,3
3610,"Clifton, Karachi, Sindh",3900,6,260,6
3611,"Clifton, Karachi, Sindh",3122,6,245,4
3612,"Clifton, Karachi, Sindh",1180,2,71.22,2
3615,"Clifton, Karachi, Sindh",1680,3,122,3
3616,"Clifton, Karachi, Sindh",1012,2,59,2
3618,"Clifton, Karachi, Sindh",905,2,65,2
3619,"Clifton, Karachi, Sindh",1328,2,107,2
3621,"Clifton, Karachi, Sindh",2733,5,259,4
3622,"Clifton, Karachi, Sindh",1354,2,98,3
3624,"Clifton, Karachi, Sindh",1595,3,105,3
3626,"Clifton, Karachi, Sindh",1202,2,65,2
3628,"Clifton, Karachi, Sindh",1460,2,80,3
3629,"Clifton, Karachi, Sindh",3628,4,246,4
3630,"Clifton, Karachi, Sindh",1569,3,118,3
3631,"Clifton, Karachi, Sindh",1715,2,100,3
3635,"Clifton, Karachi, Sindh",2215,4,154,3
3636,"Clifton, Karachi, Sindh",940,2,69.57,2
3637,"Clifton, Karachi, Sindh",1181,2,65,3
3640,"Clifton, Karachi, Sindh",1000,2,50,2
3641,"Clifton, Karachi, Sindh",1680,3,112,3
3642,"Clifton, Karachi, Sindh",1500,2,90,2
3647,"Clifton, Karachi, Sindh",1260,2,80,3
3648,"Clifton, Karachi, Sindh",1590,3,96,3
3653,"Clifton, Karachi, Sindh",2275,4,182,3
3655,"Clifton, Karachi, Sindh",2100,3,145,3
3657,"Clifton, Karachi, Sindh",907,2,55.43,2
3658,"Clifton, Karachi, Sindh",1211,2,63,2
3660,"Clifton, Karachi, Sindh",500,1,33,1
3662,"Clifton, Karachi, Sindh",1881,3,145,3
3663,"Clifton, Karachi, Sindh",950,2,65,2
3664,"Clifton, Karachi, Sindh",1540,3,90,3
3668,"Clifton, Karachi, Sindh",1225,2,72,2
3669,"Clifton, Karachi, Sindh",1100,2,58,2
3670,"Clifton, Karachi, Sindh",750,2,37.49,2
3671,"Clifton, Karachi, Sindh",1070,2,87,2
3672,"Clifton, Karachi, Sindh",1230,2,80,2
3674,"Clifton, Karachi, Sindh",509,1,20,1
3678,"Clifton, Karachi, Sindh",1296,2,105,2
3681,"Clifton, Karachi, Sindh",1056,2,70,2
3683,"Clifton, Karachi, Sindh",2950,4,253,4
3684,"Clifton, Karachi, Sindh",1200,2,66,1
3685,"Clifton, Karachi, Sindh",1335,2,73.43,3
3686,"Clifton, Karachi, Sindh",1166,2,64.08,2
3687,"Clifton, Karachi, Sindh",1386,3,93,4
3688,"Clifton, Karachi, Sindh",1095,2,85.41,2
3689,"Clifton, Karachi, Sindh",416,1,17.19,1
3690,"Clifton, Karachi, Sindh",1226,2,65,2
3691,"Clifton, Karachi, Sindh",860,2,56,2
3693,"Clifton, Karachi, Sindh",2215,4,162,3
3695,"Clifton, Karachi, Sindh",1075,2,53.7,2
3696,"Clifton, Karachi, Sindh",1183,2,79.54,2
3697,"Clifton, Karachi, Sindh",1500,2,120,3
3699,"Clifton, Karachi, Sindh",4694,5,375,4
3700,"Clifton, Karachi, Sindh",1200,4,75,4
3701,"Clifton, Karachi, Sindh",1056,2,75,2
3703,"Clifton, Karachi, Sindh",1041,2,54,2
3704,"Clifton, Karachi, Sindh",1767,3,89,3
3707,"Clifton, Karachi, Sindh",1585,2,90,2
3710,"Clifton, Karachi, Sindh",1530,3,76.34,3
3711,"Clifton, Karachi, Sindh",7000,6,560,6
3713,"Clifton, Karachi, Sindh",1447,3,76,2
3715,"Clifton, Karachi, Sindh",1980,4,166,3
3716,"Clifton, Karachi, Sindh",1660,3,128,3
3717,"Clifton, Karachi, Sindh",1240,4,110,4
3718,"Clifton, Karachi, Sindh",1000,2,60,2
3723,"Clifton, Karachi, Sindh",1635,3,85,3
3724,"Clifton, Karachi, Sindh",1120,2,70,2
3725,"Clifton, Karachi, Sindh",1724,3,146,3
3730,"Clifton, Karachi, Sindh",933,2,55,2
3731,"Clifton, Karachi, Sindh",1930,4,122,3
3732,"Clifton, Karachi, Sindh",1021,3,59,3
3733,"Clifton, Karachi, Sindh",2400,3,200,4
3735,"Clifton, Karachi, Sindh",1520,3,125,3
3736,"Clifton, Karachi, Sindh",1650,3,85,3
3737,"Clifton, Karachi, Sindh",992,2,70,2
3738,"Clifton, Karachi, Sindh",3200,7,150,7
3745,"Clifton, Karachi, Sindh",1197,2,75,2
3747,"Clifton, Karachi, Sindh",900,2,46.29,2
3751,"Clifton, Karachi, Sindh",1346,2,76.01,2
3752,"Clifton, Karachi, Sindh",1012,2,68,2
3755,"Clifton, Karachi, Sindh",1000,1,65,2
3757,"Clifton, Karachi, Sindh",5515,6,425,5
